fname,liveness_score
1685.mp4,1.0520759818888337e-09
1686.mp4,0.9998557567596436
169.mp4,0.9999994039535522
1700.mp4,0.48365455865859985
1708.mp4,0.9999661445617676
1709.mp4,0.9999992847442627
1723.mp4,8.035140126594342e-07
1744.mp4,9.706727155389672e-08
1745.mp4,0.9999215006828308
1747.mp4,0.9999997019767761
174.mp4,2.85415399048361e-06
1755.mp4,0.9997485876083374
1759.mp4,0.8089919090270996
1764.mp4,0.9997937083244324
1780.mp4,3.8926142309492207e-08
1784.mp4,9.394630069436971e-07
178.mp4,1.6210610738198739e-06
1792.mp4,0.9999984502792358
1793.mp4,0.0005526795284822583
1798.mp4,9.106092306865321e-07
17.mp4,2.79474392073098e-07
1800.mp4,0.9999912977218628
1806.mp4,8.479214552714609e-10
1819.mp4,6.495369575532095e-08
1830.mp4,0.2903707027435303
1836.mp4,0.9998352527618408
1846.mp4,0.22748622298240662
1847.mp4,5.117877890370437e-07
184.mp4,0.999963641166687
1853.mp4,0.9995800852775574
1451.mp4,2.8885002834044826e-08
1455.mp4,1.2720712220470887e-05
1462.mp4,0.9998409152030945
1471.mp4,1.1754541873187918e-07
1474.mp4,0.9999717473983765
1481.mp4,0.9909200668334961
1495.mp4,4.539275977322177e-08
1496.mp4,6.192684622874367e-07
1499.mp4,6.020030696163303e-07
149.mp4,0.9996597170829773
1502.mp4,1.5782719628987252e-06
1506.mp4,0.9999803304672241
1511.mp4,8.269331885912834e-09
1512.mp4,0.9999808073043823
1514.mp4,2.5474014364590403e-07
1517.mp4,1.5206056559691206e-05
1519.mp4,0.9992897510528564
1525.mp4,5.754512812927715e-07
1527.mp4,6.86774292262271e-05
1530.mp4,4.085353793925606e-06
1536.mp4,0.9999974966049194
1537.mp4,0.9996088743209839
153.mp4,1.1446525505220961e-08
1258.mp4,0.00015476426051463932
1259.mp4,0.9999921321868896
1261.mp4,2.7961139039689442e-06
1266.mp4,3.2813118195917923e-06
1268.mp4,0.9996466636657715
1271.mp4,0.999523401260376
1272.mp4,6.881315073314909e-08
1276.mp4,5.934332875767723e-06
1282.mp4,0.029669128358364105
1284.mp4,0.999863862991333
1287.mp4,0.999929666519165
1291.mp4,1.507412150658638e-08
1295.mp4,2.5151120297550733e-08
1298.mp4,5.161056833458133e-06
1299.mp4,0.9999997019767761
1310.mp4,2.4976250401209654e-08
1311.mp4,0.8948774337768555
1316.mp4,0.00013829271483700722
1327.mp4,7.247473732263643e-09
1332.mp4,0.26395532488822937
1334.mp4,2.2155083570396528e-05
1335.mp4,0.999797523021698
1338.mp4,0.9999909400939941
1340.mp4,0.0016882874770089984
1346.mp4,0.9999946355819702
1348.mp4,0.999747633934021
1355.mp4,5.7670805908571765e-09
1379.mp4,4.3888979917028337e-07
1387.mp4,9.83018594524765e-07
1391.mp4,0.9941717982292175
1392.mp4,3.474387710866722e-08
1393.mp4,0.9999985694885254
139.mp4,0.999833345413208
1402.mp4,0.999945878982544
1405.mp4,0.9981275796890259
1408.mp4,2.9863451800338225e-07
1414.mp4,0.9998390674591064
1426.mp4,0.0002378928184043616
1429.mp4,0.00557901244610548
1439.mp4,0.9999899864196777
1440.mp4,6.020030696163303e-07
677.mp4,3.6622317622914125e-08
680.mp4,8.995543510081916e-08
683.mp4,1.9122367689305975e-07
689.mp4,2.3649058675800916e-06
696.mp4,0.9999897480010986
703.mp4,4.894236482755332e-08
705.mp4,9.706727155389672e-08
707.mp4,0.9991329908370972
708.mp4,3.5123426641803235e-05
714.mp4,1.0743804734758555e-09
717.mp4,0.9998185038566589
722.mp4,0.9999980926513672
724.mp4,0.9999729990959167
731.mp4,0.9998972415924072
733.mp4,0.9999998807907104
740.mp4,0.8196646571159363
748.mp4,0.9999054670333862
757.mp4,8.810691724647768e-06
760.mp4,0.9999879598617554
766.mp4,0.9999157786369324
770.mp4,0.9997838735580444
773.mp4,9.74270797371446e-09
776.mp4,0.999866247177124
777.mp4,0.999995231628418
77.mp4,0.9999958872795105
786.mp4,1.1722413546522148e-05
790.mp4,0.9998800754547119
794.mp4,9.97761162579991e-06
799.mp4,0.00018918904243037105
808.mp4,0.9994257688522339
828.mp4,0.9999593496322632
830.mp4,0.9999349117279053
832.mp4,0.001227125758305192
841.mp4,0.0001698505220701918
843.mp4,0.9999973177909851
853.mp4,2.1068043309924178e-08
857.mp4,0.9996640682220459
861.mp4,0.9989349246025085
872.mp4,0.9998810291290283
876.mp4,0.06426623463630676
879.mp4,0.9548381567001343
880.mp4,0.9982158541679382
881.mp4,0.9999873042106628
882.mp4,0.9998979568481445
884.mp4,2.7929536372539587e-07
891.mp4,0.9999394416809082
892.mp4,0.3053067624568939
901.mp4,0.9998841285705566
902.mp4,0.9694201946258545
916.mp4,0.0028757804539054632
917.mp4,0.9996684789657593
919.mp4,0.9999834895133972
925.mp4,1.0229581626219897e-09
933.mp4,0.9996344447135925
935.mp4,0.9993748068809509
944.mp4,0.9671501517295837
953.mp4,1.646923806220002e-07
957.mp4,0.9999346733093262
959.mp4,8.974789977855835e-08
95.mp4,0.9999735355377197
960.mp4,5.0813635965596404e-08
962.mp4,0.9999343752861023
965.mp4,0.999518632888794
966.mp4,0.9999675750732422
972.mp4,1.4537487004417926e-05
973.mp4,0.9999803304672241
979.mp4,0.9997504949569702
981.mp4,0.8417813777923584
983.mp4,0.9999998807907104
1864.mp4,0.9999630451202393
1867.mp4,0.999974250793457
186.mp4,0.9997323751449585
1878.mp4,4.69124472601834e-08
187.mp4,0.7440645098686218
1883.mp4,0.9999575614929199
1885.mp4,8.235767268160998e-07
188.mp4,0.8419561386108398
190.mp4,7.328992069233209e-05
201.mp4,6.80251957874134e-07
202.mp4,0.9999834895133972
206.mp4,1.0
212.mp4,0.7440645098686218
214.mp4,0.9999921321868896
215.mp4,0.9999868869781494
21.mp4,5.846968464950919e-10
224.mp4,0.9998771548271179
226.mp4,0.00014092057244852185
228.mp4,0.9999579191207886
235.mp4,0.9999998807907104
237.mp4,0.1798030436038971
23.mp4,0.9999946355819702
250.mp4,0.9997898936271667
266.mp4,0.06922988593578339
271.mp4,1.2768647138727829e-05
278.mp4,5.187794727135042e-08
286.mp4,5.603526915365364e-06
289.mp4,0.030105531215667725
293.mp4,1.644864369154675e-07
297.mp4,1.5580229728584527e-06
300.mp4,0.9998809695243835
302.mp4,5.754512812927715e-07
303.mp4,0.0019010042306035757
311.mp4,0.0005275184521451592
315.mp4,6.473747315993705e-09
318.mp4,0.999754786491394
320.mp4,0.9989049434661865
330.mp4,2.7523810786078684e-06
342.mp4,0.999969482421875
34.mp4,4.217914101900533e-05
358.mp4,0.00021576315339189023
364.mp4,0.9997717142105103
368.mp4,0.00379355251789093
370.mp4,7.926299616656252e-08
377.mp4,1.0652989658410661e-05
378.mp4,0.00014075942453928292
381.mp4,8.292363418149762e-08
387.mp4,6.363557076838333e-07
38.mp4,0.05695553869009018
397.mp4,0.9997323751449585
400.mp4,0.9988096952438354
404.mp4,5.597529707301874e-06
406.mp4,2.0891695484692718e-08
410.mp4,0.999830424785614
411.mp4,1.5921841622912325e-08
412.mp4,9.382671350977034e-08
437.mp4,5.88348818553186e-08
450.mp4,0.9999086856842041
460.mp4,0.9999186992645264
466.mp4,2.813420394431887e-07
474.mp4,0.9999983310699463
479.mp4,0.9999793767929077
47.mp4,4.239005193085177e-06
482.mp4,0.0001005324738798663
1305.mp4,0.00000000
